,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SENIORI TARVIKE ELORANTA OY,16.09.2015,
1,Y-tunnus,2705614-3,,
2,Kotipaikka,Kotka,16.09.2015,
3,Yritysmuoto,Osakeyhtiö,16.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.09.2015,,
6,Lakkaamisajankohta,23.11.2018,23.11.2018,
7,Viimeisin rekisteröintiajankohta,24.01.2019,24.01.2019,
8,Yrityksen tiedot järjestelmässä alkaen,16.09.2015,,
9,Yrityksen tila,Lakannut,23.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
