,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SannaGolf Oy,14.04.2015,
1,Y-tunnus,2682698-6,,
2,Kotipaikka,Helsinki,14.04.2015,
3,Yritysmuoto,Osakeyhtiö,14.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.04.2015,,
6,Viimeisin rekisteröintiajankohta,18.03.2023,18.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.04.2015,,
8,Yrityksen tila,Rekisterissä,14.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.03.2023,
11,Yhteystiedot,,23.03.2015,
12,Postiosoite,c/o Nuutinen  Sirkkalanmäki 1 J  00760  Helsinki  Suomi,,
13,Käyntiosoite,c/o Nuutinen  Sirkkalanmäki 1 J  00760  Helsinki  Suomi,,
14,Puhelin,"0443080491, 0443080491",,
15,Sähköposti,sannagolf(a)gmail.com,,
16,Www,http://www.sannagolf.com,,
