,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sanavalinta Oy,18.01.2016,
1,Y-tunnus,2734597-3,,
2,Kotipaikka,Helsinki,18.01.2016,
3,Yritysmuoto,Osakeyhtiö,18.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.01.2016,,
8,Yrityksen tila,Rekisterissä,18.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,05.01.2016,
12,Postiosoite,Kamppiaistie 11 B  00660  Helsinki  Suomi,,
13,Käyntiosoite,Kamppiaistie 11 B  00660  Helsinki  Suomi,,
14,Sähköposti,kari.hotakainen(a)saunalahti.fi,,
