,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,William international corporation Oy,26.06.2015,
1,Y-tunnus,2694999-4,,
2,Kotipaikka,Helsinki,26.06.2015,
3,Yritysmuoto,Osakeyhtiö,26.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.06.2015,,
6,Viimeisin rekisteröintiajankohta,14.07.2022,14.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.06.2015,,
8,Yrityksen tila,Rekisterissä,26.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,20.12.2017,
12,Postiosoite,c/o Juha Saarnio  Pohjantähdentie 2 Z 82  00740  Helsinki  Suomi,,
13,Puhelin,040 5014458,,
14,Sähköposti,honghui1986(a)hotmail.com,,
