,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TUEKSI OY,25.09.2015,
1,Y-tunnus,2711639-6,,
2,Kotipaikka,Jyväskylä,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,04.10.2022,04.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.11.2021,
11,Yhteystiedot,,04.10.2022,
12,Postiosoite,Kankitie 14  40320  Jyväskylä  Suomi,,
13,Käyntiosoite,Kankitie 14  40320  Jyväskylä  Suomi,,
14,Puhelin,0405621112,,
15,Sähköposti,juha.konttinen(a)jklkl.fi,,
16,Www,http://www.jklkl.fi,,
