,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Yrityspalvelu Helbis Oy,13.01.2016,
1,Y-tunnus,2733813-2,,
2,Kotipaikka,Kuortane,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,31.05.2023,31.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.12.2015,
12,Postiosoite,Niemiskyläntie 305  63150  Ruona  Suomi,,
13,Käyntiosoite,Niemiskyläntie 305  63150  Ruona  Suomi,,
14,Puhelin,040-5042859,,
15,Sähköposti,heli.rasku(a)helbis.fi,,
