,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Eternall Sciences Oy,08.09.2015,
1,Y-tunnus,2706560-5,,
2,Kotipaikka,Helsinki,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,17.06.2020,17.06.2020,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,12.12.2022,
12,Postiosoite,c/o Alexis Kouros  Tallberginkatu 1c  00180  Helsinki  Suomi,,
13,Käyntiosoite,c/o Alexis Kouros  Tallberginkatu 1c  00180  Helsinki  Suomi,,
14,Sähköposti,alexis(a)eternall.life,,
15,Www,http://www.eternall.life,,
