,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OY EKERSON AB,13.04.2015,
1,Y-tunnus,2684666-1,,
2,Kotipaikka,Turku,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,05.07.2022,05.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,13.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,20.12.2019,
12,Postiosoite,c/o Strandvik  Strandslingan 42  22130  Gottby  Suomi,,
13,Käyntiosoite,c/o Strandvik  Strandslingan 42  22130  Gottby  Suomi,,
14,Puhelin,0404864666,,
15,Sähköposti,thomas(a)pubniska.com,,
