,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LVI Lepek OY,22.01.2016,
1,Y-tunnus,2738315-2,,
2,Kotipaikka,Varkaus,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,11.06.2023,11.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.04.2020,
11,Yhteystiedot,,21.01.2016,
12,Postiosoite,c/o Pekka Leppänen  Alalammentie 20  78850  Varkaus  Suomi,,
13,Puhelin,040 572 3826,,
