,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Farcasa Oy,26.10.2015,
1,Y-tunnus,2718276-4,,
2,Kotipaikka,Vaasa,26.10.2015,
3,Yritysmuoto,Osakeyhtiö,26.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.10.2015,,
6,Viimeisin rekisteröintiajankohta,30.09.2022,30.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.10.2015,,
8,Yrityksen tila,Rekisterissä,26.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.12.2021,
12,Postiosoite,Jouppilantie 11 A 46  60320  Seinäjoki  Suomi,,
13,Käyntiosoite,c/o Raimo Virtanen  Jouppilantie 11 A 46  60320  Seinäjoki  Suomi,,
14,Puhelin,0407317003,,
15,Sähköposti,raimo.virtanen(a)fincaprakennus.fi,,
