,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AMMEG Oy,07.09.2015,
1,Y-tunnus,2704065-1,,
2,Kotipaikka,Kotka,07.09.2015,
3,Yritysmuoto,Osakeyhtiö,07.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.09.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.09.2015,,
8,Yrityksen tila,Rekisterissä,07.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.06.2020,
11,Yhteystiedot,,23.01.2020,
12,Postiosoite,Kotilotie 3  48310  Kotka  Suomi,,
13,Käyntiosoite,Kotilotie 3  48310  Kotka  Suomi,,
14,Puhelin,0401450700,,
15,Sähköposti,gavars81(a)mail.ru,,
