,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,FINRUS DRILLING SUPPLIES OY,09.11.2015,
1,Y-tunnus,2718225-4,,
2,Kotipaikka,Askola,09.11.2015,
3,Yritysmuoto,Osakeyhtiö,09.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.11.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.11.2015,,
8,Yrityksen tila,Rekisterissä,09.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.03.2022,
11,Yhteystiedot,,27.09.2021,
12,Postiosoite,Kylväjäntie 4  07230  Askola  Suomi,,
13,Puhelin,040 730 7131,,
14,Sähköposti,gattwood(a)finrusdrilling.com,,
