,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tietokonekierrätys Group Suomi Oy,22.05.2015,
1,Y-tunnus,2689549-8,,
2,Kotipaikka,Hämeenkyrö,22.05.2015,
3,Yritysmuoto,Osakeyhtiö,22.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.05.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.05.2015,,
8,Yrityksen tila,Rekisterissä,22.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,16.12.2022,
12,Postiosoite,Löytänäntie 76  35700  Vilppula  Suomi,,
13,Käyntiosoite,Löytänäntie 76  35700  Vilppula  Suomi,,
14,Puhelin,"0400599278, 0400599278",,
15,Sähköposti,sami.rinne1(a)gmail.com,,
