,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bostion Invest Oy,30.11.2015,
1,Y-tunnus,2699542-1,,
2,Kotipaikka,Helsinki,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,04.07.2022,04.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.04.2020,
11,Yhteystiedot,,10.11.2015,
12,Postiosoite,Hakunintie 13 B  00420  Helsinki  Suomi,,
13,Käyntiosoite,Hakunintie 13 B  00420  Helsinki  Suomi,,
14,Puhelin,0407542995,,
15,Sähköposti,valeria.danson(a)medfin.fi,,
