,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,V&S Tilitoimisto Oy,31.07.2015,
1,Y-tunnus,2697190-5,,
2,Kotipaikka,Vantaa,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,19.12.2022,19.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2020,
11,Yhteystiedot,,02.11.2022,
12,Postiosoite,Tilustie 2 B  01230  Vantaa  Suomi,,
13,Käyntiosoite,Tilustie 2 B  01230  Vantaa  Suomi,,
14,Puhelin,040 5676603,,
15,Sähköposti,antti.vilen(a)vstilitoimisto.fi,,
