,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ravintola Toriranta Oy,02.02.2015,
1,Y-tunnus,2667477-5,,
2,Kotipaikka,Oulu,02.02.2015,
3,Yritysmuoto,Osakeyhtiö,02.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.02.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2021,19.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,02.02.2015,,
8,Yrityksen tila,Rekisterissä,02.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.06.2021,
12,Postiosoite,c/o Hämäläinen  Nelikkotie 18 B 34  02230  Espoo  Suomi,,
13,Käyntiosoite,c/o Mansikkamäki  Palontie 57  61850  Kauhajoki As  Suomi,,
14,Puhelin,"0504652003, 0400935036",,
15,Sähköposti,marko.v.hamalainen(a)gmail.com,,
