,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nesperas Oy,27.07.2020,
1,Y-tunnus,2692929-9,,
2,Kotipaikka,Helsinki,29.05.2015,
3,Yritysmuoto,Osakeyhtiö,29.05.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,29.05.2015,,
6,Viimeisin rekisteröintiajankohta,14.03.2023,14.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.05.2015,,
8,Yrityksen tila,Rekisterissä,29.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,27.08.2020,
12,Postiosoite,Munkkiniemen puistotie 25 C 80  00330  Helsinki  Suomi,,
13,Puhelin,0505001810,,
14,Sähköposti,nesperascapital(a)gmail.com,,
