,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JOKOJO Oy,14.10.2015,
1,Y-tunnus,2717584-7,,
2,Kotipaikka,Turku,24.04.2018,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.07.2019,
11,Yhteystiedot,,25.07.2022,
12,Postiosoite,Saramäentie 40 as. 2  20300  Turku  Suomi,,
13,Käyntiosoite,Saramäentie 40 as. 2  20300  Turku  Suomi,,
14,Puhelin,"040 578 8547, 040 578 8547",,
15,Sähköposti,juho(a)jokojo.fi,,
16,Www,http://www.jokojo.fi,,
