,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KHOLANDER Oy,23.07.2015,
1,Y-tunnus,2701241-5,,
2,Kotipaikka,Vantaa,23.07.2015,
3,Yritysmuoto,Osakeyhtiö,23.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.07.2015,,
6,Viimeisin rekisteröintiajankohta,15.06.2022,15.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.07.2015,,
8,Yrityksen tila,Rekisterissä,23.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.06.2022,
11,Yhteystiedot,,08.10.2019,
12,Postiosoite,Vanamonkuja 1 C  01350  Vantaa  Suomi,,
13,Käyntiosoite,Vanamonkuja 1 D  01350  Vantaa  Suomi,,
14,Puhelin,0400169008,,
15,Sähköposti,timo(a)kholander.fi,,
16,Www,http://www.kholander.fi,,
