,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Flexia Finance Oy,12.02.2015,
1,Y-tunnus,2667195-3,,
2,Kotipaikka,Turku,12.02.2015,
3,Yritysmuoto,Osakeyhtiö,12.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.02.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.02.2015,,
8,Yrityksen tila,Rekisterissä,12.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,02.10.2022,
12,Postiosoite,Arolankaari 31 A 6  20900  Turku  Suomi,,
13,Käyntiosoite,Arolankaari 31 A 6  20900  Turku  Suomi,,
