,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Inssec Oy,29.01.2015,
1,Y-tunnus,2669636-8,,
2,Kotipaikka,Espoo,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.05.2020,
11,Yhteystiedot,,26.04.2022,
12,Postiosoite,c/o Heikki Valajärvi  Ukonkivenpolku 4 S 146  01610  Vantaa  Suomi,,
13,Käyntiosoite,c/o Heikki Valajärvi  Ukonkivenpolku 4 S 146  01610  Vantaa  Suomi,,
14,Puhelin,0503547960,,
15,Sähköposti,heikki.valajarvi(a)gmail.com,,
