,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pro-Team Consulting Oy,13.01.2016,
1,Y-tunnus,2730693-1,,
2,Kotipaikka,Helsinki,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,20.12.2021,20.12.2021,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksen tilanne,Konkurssissa,20.12.2021,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Kyllä,17.11.2021,
12,Yhteystiedot,,08.10.2021,
13,Postiosoite,Pasilan puistotie 2 lh. 2  00240  Helsinki  Suomi,,
14,Puhelin,0469595837,,
15,Sähköposti,jukka.harju(a)fya.fi,,
