,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Anseri Oy,27.05.2015,
1,Y-tunnus,2692052-6,,
2,Kotipaikka,Tampere,27.05.2015,
3,Yritysmuoto,Osakeyhtiö,27.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.05.2015,,
6,Viimeisin rekisteröintiajankohta,25.01.2023,25.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.05.2015,,
8,Yrityksen tila,Rekisterissä,27.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.12.2019,
11,Yhteystiedot,,21.05.2015,
12,Postiosoite,Niemenmaantie 30 F 20  33960  Pirkkala  Suomi,,
13,Puhelin,0440734780,,
14,Sähköposti,seppo.k.lind(a)gmail.com,,
