,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oksaputki Oy,03.11.2015,
1,Y-tunnus,2721086-8,,
2,Kotipaikka,Jyväskylä,03.11.2015,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.11.2015,,
6,Viimeisin rekisteröintiajankohta,24.07.2020,24.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,03.11.2015,,
8,Yrityksen tila,Rekisterissä,03.11.2015,
9,Yrityksen tilanne,Konkurssissa,03.10.2019,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Kyllä,19.09.2019,
12,Yhteystiedot,,12.03.2018,
13,Postiosoite,Vasarakatu 9  40320  Jyväskylä  Suomi,,
14,Käyntiosoite,Vasarakatu 9  40320  Jyväskylä  Suomi,,
15,Puhelin,"0408435463, 0408435463",,
16,Sähköposti,mikko.oksanen(a)oksaputki.fi,,
17,Www,http://www.oksaputki.fi,,
