,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sajucon Espoo Oy,16.02.2023,
1,Y-tunnus,2664254-6,,
2,Kotipaikka,Helsinki,19.01.2015,
3,Yritysmuoto,Osakeyhtiö,19.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2015,,
6,Viimeisin rekisteröintiajankohta,16.02.2023,16.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2015,,
8,Yrityksen tila,Rekisterissä,19.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.06.2020,
11,Yhteystiedot,,03.01.2023,
12,Postiosoite,Härkähaankuja 5  01730  Vantaa  Suomi,,
13,Käyntiosoite,Härkähaankuja 5  01730  Vantaa  Suomi,,
14,Puhelin,0408315970,,
15,Sähköposti,jussi.lahtinen(a)sajucon.fi,,
16,Www,http://www.sajucon.fi,,
