,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Naavan Oy,16.02.2015,
1,Y-tunnus,2674651-3,,
2,Kotipaikka,Oulu,16.02.2015,
3,Yritysmuoto,Osakeyhtiö,16.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.02.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.02.2015,,
8,Yrityksen tila,Rekisterissä,16.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,01.06.2021,
12,Postiosoite,c/o Lääveri  Kerintie 37 A 5  15500  Lahti  Suomi,,
13,Puhelin,"0504828532, 0504828532",,
14,Sähköposti,ilkka.piipponen(a)naavan.fi,,
15,Www,http://www.naavan.fi,,
