,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuljetusliike Anssi Antikainen Oy,10.07.2015,
1,Y-tunnus,2697958-7,,
2,Kotipaikka,Jyväskylä,26.06.2015,
3,Yritysmuoto,Osakeyhtiö,10.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.06.2015,,
6,Viimeisin rekisteröintiajankohta,19.08.2022,19.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.06.2015,,
8,Yrityksen tila,Rekisterissä,26.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,10.07.2015,
12,Postiosoite,Takalankuja 3-5 B 24  40740  Jyväskylä  Suomi,,
13,Puhelin,0400648416,,
14,Sähköposti,pekka.antikainen(a)kuljetus.inet.fi,,
