,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,A.Usvola Oy,27.01.2016,
1,Y-tunnus,2736657-1,,
2,Kotipaikka,Järvenpää,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,21.03.2023,21.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.05.2020,
11,Yhteystiedot,,16.02.2016,
12,Postiosoite,Idänpääntie 8  04430  Järvenpää  Suomi,,
13,Käyntiosoite,Idänpääntie 8  04430  Järvenpää  Suomi,,
14,Puhelin,0402144886,,
15,Sähköposti,auno.usvola(a)gmail.com,,
