,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suitian Linna Oy,03.07.2015,
1,Y-tunnus,2694711-2,,
2,Kotipaikka,Siuntio,03.07.2015,
3,Yritysmuoto,Osakeyhtiö,03.07.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,03.07.2015,,
6,Viimeisin rekisteröintiajankohta,22.09.2022,22.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.07.2015,,
8,Yrityksen tila,Rekisterissä,03.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.09.2022,
11,Yhteystiedot,,04.06.2015,
12,Postiosoite,c/o Gustav Rehnberg  Gårdskulla 89  02570  Siuntio Kk  Suomi,,
