,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Airmala Oy,12.01.2016,
1,Y-tunnus,2734148-9,,
2,Kotipaikka,Nurmijärvi,12.01.2016,
3,Yritysmuoto,Osakeyhtiö,12.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.01.2016,,
6,Viimeisin rekisteröintiajankohta,18.05.2023,18.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.01.2016,,
8,Yrityksen tila,Rekisterissä,12.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,31.12.2015,
12,Postiosoite,Takkulantie 307  01830  Lepsämä  Suomi,,
13,Puhelin,0408476511,,
14,Sähköposti,jorma.holma(a)gmail.com,,
15,Www,http://www.iv-suodatin.fi,,
