,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Julcas Service Oy,21.03.2019,
1,Y-tunnus,2692079-6,,
2,Kotipaikka,Ranua,28.05.2015,
3,Yritysmuoto,Osakeyhtiö,28.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.05.2015,,
6,Viimeisin rekisteröintiajankohta,01.10.2022,01.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.05.2015,,
8,Yrityksen tila,Rekisterissä,28.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.07.2020,
11,Yhteystiedot,,11.02.2022,
12,Postiosoite,Kaskelantie 17 A 52  01200  Vantaa  Suomi,,
13,Käyntiosoite,kaskelantie 17 A 52  01200  Vantaa  Suomi,,
14,Puhelin,0504762913,,
15,Sähköposti,Julcas.service(a)gmail.com,,
