,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Simkola Oy,28.01.2015,
1,Y-tunnus,2666612-6,,
2,Kotipaikka,Rauma,28.01.2015,
3,Yritysmuoto,Osakeyhtiö,28.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.01.2015,,
6,Viimeisin rekisteröintiajankohta,08.11.2022,08.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.01.2015,,
8,Yrityksen tila,Rekisterissä,28.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.10.2019,
11,Yhteystiedot,,15.01.2015,
12,Postiosoite,Knypylvahe 7 C  26200  Rauma  Suomi,,
13,Käyntiosoite,Knypylvahe 7 C  26200  Rauma  Suomi,,
14,Puhelin,050 5933953,,
15,Sähköposti,simo.seikola(a)outlook.com,,
