,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jokivarren eräliike Oy,28.10.2015,
1,Y-tunnus,2718464-7,,
2,Kotipaikka,Tornio,28.10.2015,
3,Yritysmuoto,Osakeyhtiö,28.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.10.2015,,
6,Viimeisin rekisteröintiajankohta,06.06.2022,06.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.10.2015,,
8,Yrityksen tila,Rekisterissä,28.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.06.2022,
11,Yhteystiedot,,17.10.2015,
12,Postiosoite,heinijänkäntie 564  95460  Tornio  Suomi,,
13,Käyntiosoite,heinijänkäntie 564  95460  Tornio  Suomi,,
14,Puhelin,"+358405762110, +358405762110",,
15,Sähköposti,peter.makitaavola(a)gmail.com,,
