,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Truck & Auto Service Ii Oy,23.09.2015,
1,Y-tunnus,2711931-9,,
2,Kotipaikka,Ii,23.09.2015,
3,Yritysmuoto,Osakeyhtiö,23.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.09.2015,,
6,Viimeisin rekisteröintiajankohta,04.03.2023,04.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.09.2015,,
8,Yrityksen tila,Rekisterissä,23.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.05.2020,
11,Yhteystiedot,,17.09.2015,
12,Postiosoite,Vaneritie 6  91100  Ii  Suomi,,
13,Käyntiosoite,Vaneritie 6  91100  Ii  Suomi,,
14,Puhelin,040 7151240,,
15,Sähköposti,boris.juvonen(a)hotmail.com,,
