,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Turun kone ja rakennusurakointi Oy,08.06.2015,
1,Y-tunnus,2693935-8,,
2,Kotipaikka,Turku,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,01.04.2020,01.04.2020,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksen tilanne,Konkurssissa,01.04.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,01.06.2015,
13,Postiosoite,Yrjönalhontie 9  21420  Lieto  Suomi,,
14,Käyntiosoite,Yrjönalhontie 9  21420  Lieto  Suomi,,
15,Puhelin,+358408283693,,
16,Sähköposti,janne.wester(a)luukku.com,,
