,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taksi Kuosmanen Oy,30.12.2015,
1,Y-tunnus,2732596-4,,
2,Kotipaikka,Vantaa,30.12.2015,
3,Yritysmuoto,Osakeyhtiö,30.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.12.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.12.2015,,
8,Yrityksen tila,Rekisterissä,30.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.11.2019,
11,Yhteystiedot,,18.12.2015,
12,Postiosoite,Kirkkokuja 20 B 16  01230  Vantaa  Suomi,,
13,Käyntiosoite,Kirkkokuja 20 B 16  01230  Vantaa  Suomi,,
