,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Skylark-Invest Oy,29.09.2015,
1,Y-tunnus,2712551-6,,
2,Kotipaikka,Ikaalinen,29.09.2015,
3,Yritysmuoto,Osakeyhtiö,29.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.09.2015,,
6,Viimeisin rekisteröintiajankohta,20.01.2023,20.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.09.2015,,
8,Yrityksen tila,Rekisterissä,29.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.01.2023,
11,Yhteystiedot,,20.01.2023,
12,Postiosoite,Maakalantie 14 B 23  37500  Lempäälä  Suomi,,
13,Käyntiosoite,c/o New Hairstore  Kyttälänkatu 14  33100  Tampere  Suomi,,
14,Sähköposti,jussi.ropanen(a)newhairstore.fi,,
