,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,See and Feel Spatial Design Oy,21.07.2015,
1,Y-tunnus,2698550-6,,
2,Kotipaikka,Helsinki,21.07.2015,
3,Yritysmuoto,Osakeyhtiö,21.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.07.2015,,
6,Viimeisin rekisteröintiajankohta,20.09.2022,20.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.07.2015,,
8,Yrityksen tila,Rekisterissä,21.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.08.2019,
11,Yhteystiedot,,12.04.2017,
12,Postiosoite,Munkkisaarenkatu 8 B 38  00150  Helsinki  Suomi,,
13,Käyntiosoite,Munkkisaarenkatu 8 B 38  00150  Helsinki  Suomi,,
14,Puhelin,050 517 5772,,
15,Sähköposti,laura(a)lauraelo.com,,
16,Www,http://Www.seeandfeel.fi,,
