,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Ilmakos Ab,03.08.2018,
1,Y-tunnus,2692211-8,,
2,Kotipaikka,Hanko,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,29.04.2022,29.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.01.2021,
11,Yhteystiedot,,22.01.2019,
12,Postiosoite,Sahaajankatu 20 D 254  00880  Helsinki  Suomi,,
13,Käyntiosoite,sahaajankatu 20-22 D 254  00880  Helsinki  Suomi,,
14,Puhelin,"0504104865, 0504104865",,
15,Sähköposti,afrim1966k(a)gmail.com,,
16,Www,http://www.ilmakos.fi,,
