,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CV Nikulas Kompetens AB,28.07.2015,
1,Y-tunnus,2699002-2,,
2,Kotipaikka,Maarianhamina,28.07.2015,
3,Yritysmuoto,Osakeyhtiö,28.07.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,28.07.2015,,
6,Viimeisin rekisteröintiajankohta,31.01.2023,31.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,28.07.2015,,
8,Yrityksen tila,Rekisterissä,28.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,01.07.2015,
12,Postiosoite,Stentorpargränd 5  22100  Mariehamn  Suomi,,
13,Käyntiosoite,Stentorpargränd 5  22100  Mariehamn  Suomi,,
14,Puhelin,+358407594825,,
15,Sähköposti,vivan.nikula(a)aland.net,,
