,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MANN ROAD OY,28.12.2015,
1,Y-tunnus,2729144-2,,
2,Kotipaikka,Lohja,28.12.2015,
3,Yritysmuoto,Osakeyhtiö,28.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.12.2015,,
6,Viimeisin rekisteröintiajankohta,21.04.2023,21.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,28.12.2015,,
8,Yrityksen tila,Rekisterissä,28.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.06.2021,
11,Yhteystiedot,,13.01.2016,
12,Postiosoite,Takaniityntie 22 B  08680  Lohja  Suomi,,
13,Käyntiosoite,Takaniityntie 22 B  08680  Lohja  Suomi,,
14,Puhelin,"0405905137, 0405905137",,
15,Sähköposti,mann.road(a)gmail.com,,
