,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kammarin sekatavara Oy,20.02.2015,
1,Y-tunnus,2675942-9,,
2,Kotipaikka,Kitee,20.02.2015,
3,Yritysmuoto,Osakeyhtiö,20.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.02.2015,,
6,Viimeisin rekisteröintiajankohta,28.02.2023,28.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.02.2015,,
8,Yrityksen tila,Rekisterissä,20.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.02.2023,
11,Yhteystiedot,,28.12.2022,
12,Postiosoite,Yrjönkatu 15  80170  Joensuu  Suomi,,
13,Puhelin,0407224299,,
14,Sähköposti,santtu.vaittinen(a)gmail.com,,
