,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maarakennus JaHa Oy,29.09.2022,
1,Y-tunnus,2693930-7,,
2,Kotipaikka,Helsinki,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2023,24.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
8,Yrityksen tila,Rekisterissä,15.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.01.2023,
11,Yhteystiedot,,20.04.2022,
12,Postiosoite,Eteläinen Salmitie 1  02430  Masala  Suomi,,
13,Puhelin,"+358458092270, +358414452688",,
14,Sähköposti,rakjaha(a)hotmail.com,,
