,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Design Stories Oy,22.09.2015,
1,Y-tunnus,2710531-2,,
2,Kotipaikka,Oulu,22.09.2015,
3,Yritysmuoto,Osakeyhtiö,22.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.09.2015,,
6,Viimeisin rekisteröintiajankohta,04.08.2022,04.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.09.2015,,
8,Yrityksen tila,Rekisterissä,22.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.03.2022,
11,Yhteystiedot,,29.06.2022,
12,Postiosoite,Satamatie 15 as. 41  90520  Oulu  Suomi,,
13,Käyntiosoite,Pikisaarentie 13 B  90100  Oulu  Suomi,,
14,Puhelin,0442740402,,
15,Sähköposti,sivonensusanna(a)gmail.com,,
16,Www,http://www.susannasivonen.com,,
