,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Global Virtual Platform GVP Oy,08.01.2016,
1,Y-tunnus,2733493-2,,
2,Kotipaikka,Helsinki,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,26.11.2021,26.11.2021,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.06.2020,
11,Yhteystiedot,,11.01.2023,
12,Postiosoite,PL 47  00101  Helsinki  Suomi,,
13,Puhelin,+358445205217,,
14,Sähköposti,katja.kapanen(a)gvp.fi,,
15,Www,http://www.gvp.fi,,
