,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KIINTEISTÖ HANHINEN JA HOPEAVIRTA OY,17.02.2016,
1,Y-tunnus,2721614-3,,
2,Kotipaikka,Karkkila,17.02.2016,
3,Yritysmuoto,Osakeyhtiö,17.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2016,,
6,Viimeisin rekisteröintiajankohta,13.06.2020,13.06.2020,
7,Yrityksen tiedot järjestelmässä alkaen,17.02.2016,,
8,Yrityksen tila,Rekisterissä,17.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,30.10.2015,
12,Postiosoite,Kirjurinkatu 16  03600  Karkkila  Suomi,,
13,Käyntiosoite,Kirjurinkatu 16  03600  Karkkila  Suomi,,
14,Puhelin,"040 834 5022, 040 832 0671",,
15,Sähköposti,sirkku.hopeavirta(a)luukku.com,,
