,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Omatarhuri Oy,10.04.2015,
1,Y-tunnus,2681939-9,,
2,Kotipaikka,Tampere,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
8,Yrityksen tila,Rekisterissä,10.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.02.2021,
11,Yhteystiedot,,17.03.2015,
12,Postiosoite,Koelentäjänkatu 23  33900  Tampere  Suomi,,
13,Käyntiosoite,Koelentäjänkatu 23  33900  Tampere  Suomi,,
14,Puhelin,0415039389,,
15,Sähköposti,santeri.urhonen(a)omatarhuri.fi,,
16,Www,http://www.omatarhuri.fi,,
