,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,IPA Consulting Oy,20.01.2015,
1,Y-tunnus,2663817-6,,
2,Kotipaikka,Espoo,20.01.2015,
3,Yritysmuoto,Osakeyhtiö,20.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2015,,
6,Viimeisin rekisteröintiajankohta,14.02.2023,14.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2015,,
8,Yrityksen tila,Rekisterissä,20.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.05.2020,
11,Yhteystiedot,,05.01.2015,
12,Postiosoite,Sunantie 9 A  02770  Espoo  Suomi,,
13,Käyntiosoite,Sunantie 9 A  02770  Espoo  Suomi,,
14,Puhelin,0407721644,,
15,Sähköposti,martti.iivonen(a)hotmail.com,,
