,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Onnentili Oy,08.02.2016,
1,Y-tunnus,2736099-7,,
2,Kotipaikka,Espoo,08.02.2016,
3,Yritysmuoto,Osakeyhtiö,08.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.02.2016,,
6,Viimeisin rekisteröintiajankohta,10.08.2022,10.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.02.2016,,
8,Yrityksen tila,Rekisterissä,08.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,16.06.2022,
12,Postiosoite,Keilaranta 8  02150  Espoo  Suomi,,
13,Käyntiosoite,Keilaranta 8  02150  Espoo  Suomi,,
14,Puhelin,0504417180,,
15,Sähköposti,jonna.malmstrom(a)onnentili.fi,,
16,Www,http://www.onnentili.fi,,
