,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Scaffolding Team Oy,31.07.2015,
1,Y-tunnus,2700966-2,,
2,Kotipaikka,Helsinki,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,10.08.2022,10.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.03.2020,
11,Yhteystiedot,,27.04.2022,
12,Postiosoite,Hiirakkotie 10 D 31  01200  Vantaa  Suomi,,
13,Puhelin,0405255566,,
14,Sähköposti,eduplenkov(a)gmail.com,,
