,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuulin Tornikahvila Oy,27.01.2016,
1,Y-tunnus,2729576-9,,
2,Kotipaikka,Hämeenlinna,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,04.12.2015,
12,Postiosoite,Jaakonkatu 5 A  13100  Hämeenlinna  Suomi,,
13,Käyntiosoite,Jaakonkatu 5 A  13100  Hämeenlinna  Suomi,,
14,Puhelin,0504911128,,
15,Sähköposti,tuuliarponen(a)hotmail.com,,
