,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LA-Terveyskaupat Oy,04.02.2016,
1,Y-tunnus,2736448-8,,
2,Kotipaikka,Tampere,04.02.2016,
3,Yritysmuoto,Osakeyhtiö,04.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2016,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.02.2016,,
8,Yrityksen tila,Rekisterissä,04.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,08.06.2022,
12,Postiosoite,c/o Taina Lehtonen  Takamaanrinne 6 E 9  33870  Tampere  Suomi,,
13,Puhelin,040-8343522,,
