,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fusel Oy,14.05.2018,
1,Y-tunnus,2683657-8,,
2,Kotipaikka,Vantaa,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.02.2022,
11,Yhteystiedot,,02.03.2020,
12,Postiosoite,c/o Fusel Oy  Juvantasku 4 as. 13  02920  Espoo  Suomi,,
13,Käyntiosoite,c/o Fusel Oy  Juvantasku 4 as. 13  02920  Espoo  Suomi,,
14,Puhelin,"0451702875, 0409335333",,
15,Sähköposti,janne.kinnunen(a)fusel.fi,,
16,Www,http://www.fusel.fi,,
