,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Insinööripalvelu Ojala Oy,07.04.2015,
1,Y-tunnus,2681330-9,,
2,Kotipaikka,Kurikka,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,24.10.2022,24.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.04.2020,
11,Yhteystiedot,,26.12.2019,
12,Postiosoite,Takatie 115  61370  Lohiluoma  Suomi,,
13,Käyntiosoite,Takatie 115  61370  Lohiluoma  Suomi,,
14,Puhelin,044-9229264,,
