,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pekka Niku Consulting Ltd. Oy,26.01.2015,
1,Y-tunnus,2666108-5,,
2,Kotipaikka,Espoo,26.01.2015,
3,Yritysmuoto,Osakeyhtiö,26.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2015,,
6,Viimeisin rekisteröintiajankohta,06.03.2023,06.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2015,,
8,Yrityksen tila,Rekisterissä,26.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.03.2023,
11,Yhteystiedot,,27.04.2020,
12,Postiosoite,Ylistörmä 5 D 75  02210  Espoo  Suomi,,
13,Käyntiosoite,Ylistörmä 5 D 75  02210  Espoo  Suomi,,
14,Puhelin,+358407717146,,
15,Sähköposti,pekkaniku(a)hotmail.com,,
16,Www,http://www.pniku.com,,
