,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finnonline Services Oy,27.01.2016,
1,Y-tunnus,2737471-5,,
2,Kotipaikka,Vantaa,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.06.2022,
11,Yhteystiedot,,18.01.2016,
12,Postiosoite,Martinlaaksontie 42 E 25  01620  Vantaa  Suomi,,
13,Puhelin,"092212922, 0442580884",,
14,Sähköposti,peter.souris(a)finnonline.fi,,
15,Www,http://www.finnonline.fi,,
