,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MerimIT Oy,01.12.2015,
1,Y-tunnus,2728010-2,,
2,Kotipaikka,Naantali,01.12.2015,
3,Yritysmuoto,Osakeyhtiö,01.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.12.2015,,
6,Viimeisin rekisteröintiajankohta,20.05.2023,20.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.12.2015,,
8,Yrityksen tila,Rekisterissä,01.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.04.2020,
11,Yhteystiedot,,30.11.2015,
12,Postiosoite,Lähdekuja 4  21160  Merimasku  Suomi,,
13,Käyntiosoite,Lähdekuja 4  21160  Merimasku  Suomi,,
14,Puhelin,0407078670,,
15,Sähköposti,toni.gustafsson(a)pp.inet.fi,,
