,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taksi Luuk Oy,10.11.2015,
1,Y-tunnus,2722546-1,,
2,Kotipaikka,Järvenpää,10.11.2015,
3,Yritysmuoto,Osakeyhtiö,10.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.11.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.11.2015,,
8,Yrityksen tila,Rekisterissä,10.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.12.2021,
11,Yhteystiedot,,04.11.2015,
12,Postiosoite,Kaskelantie 19  04430  Järvenpää  Suomi,,
13,Käyntiosoite,Kaskelantie 19  04430  Järvenpää  Suomi,,
14,Puhelin,0505148754,,
15,Sähköposti,pekka.luuk(a)pp.inet.fi,,
16,Www,http://www.jarvenpaantaksi.fi,,
