,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Euroeat Oy,29.01.2015,
1,Y-tunnus,2665578-5,,
2,Kotipaikka,Helsinki,09.07.2020,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,13.01.2023,13.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2022,
11,Yhteystiedot,,24.03.2021,
12,Postiosoite,c/o Heikki Lassila  Mikonkatu 20 A 8  00100  Helsinki  Suomi,,
13,Puhelin,"+358 40 589 5926, +358 40 589 5926",,
14,Sähköposti,heikki.lassila(a)euroeat.com,,
15,Www,http://www.euroeat.com,,
