,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Saariston Talouspalvelut Oy,10.02.2015,
1,Y-tunnus,2666998-4,,
2,Kotipaikka,Pori,10.02.2015,
3,Yritysmuoto,Osakeyhtiö,10.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.02.2015,,
6,Lakkaamisajankohta,29.05.2018,29.05.2018,
7,Viimeisin rekisteröintiajankohta,29.05.2018,29.05.2018,
8,Yrityksen tiedot järjestelmässä alkaen,10.02.2015,,
9,Yrityksen tila,Lakannut,29.05.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
