,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Stall Saarinen Oy,23.06.2015,
1,Y-tunnus,2695573-7,,
2,Kotipaikka,Oulu,23.06.2015,
3,Yritysmuoto,Osakeyhtiö,23.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.06.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.06.2015,,
8,Yrityksen tila,Rekisterissä,23.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2020,
11,Yhteystiedot,,09.01.2019,
12,Postiosoite,Sipilänkuja 11  90840  Haukipudas  Suomi,,
13,Käyntiosoite,Sipilänkuja 11  90840  Haukipudas  Suomi,,
14,Puhelin,0408425702,,
15,Sähköposti,tiialiisa.saarinen(a)gmail.com,,
