,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Malaci Oy,03.12.2015,
1,Y-tunnus,2720632-4,,
2,Kotipaikka,Turku,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.02.2020,
11,Yhteystiedot,,15.12.2018,
12,Postiosoite,c/o Lars Pellas  Pampinkuja 1 B  20900  Turku  Suomi,,
13,Käyntiosoite,c/o Lars Pellas  Pampinkuja 1 B  20900  Turku  Suomi,,
14,Puhelin,"0400555076, 0400555076",,
15,Sähköposti,lars.pellas(a)wansar-corp.fi,,
