,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kaketeko Oy,01.04.2020,
1,Y-tunnus,2714757-1,,
2,Kotipaikka,Vantaa,14.10.2015,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Viimeisin rekisteröintiajankohta,04.03.2023,04.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,09.03.2020,
12,Postiosoite,kangasalantie 94  33730  Tampere  Suomi,,
13,Puhelin,0400380884,,
14,Sähköposti,olli.a.t.makela(a)gmail.com,,
