,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,J.I Myyntipalvelut Oy,08.04.2015,
1,Y-tunnus,2683945-3,,
2,Kotipaikka,Jyväskylä,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.01.2023,11.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.01.2020,
11,Yhteystiedot,,27.12.2021,
12,Postiosoite,Tilhenkuja 5 B  41120  Puuppola  Suomi,,
13,Käyntiosoite,Tilhenkuja 5 B  41120  Puuppola  Suomi,,
14,Puhelin,"0447042734, 0447042734",,
15,Sähköposti,juho.iittilainen(a)hotmail.com,,
16,Www,http://www.pintakymppi.fi,,
